,ecole,longitude,latitude,postalcode
1012,C.C. ENSAM PT,2.3582236,48.8330427,75013
1013,C.C. POLYTECHNIQUE PT,2.2112917,48.7142971,91120
1014,ESIEA Paris-Laval PT,2.3784328,48.81446889999999,94200
1015,ENSIL Limoges Mecatr,1.2952454,45.86102899999999,87280
1016,ESINSA Nice,7.265186151711138,43.7013988309051,06000
1017,POLYTECH Marseille PT,5.4431033,43.23194669999999,13009
1018,Polytech' Lille : Méca.,3.1370078,50.6078394,59655
1019,Réseau Eiffel PT,2.2944813,48.85837009999999,75007
1020,3IL,1.2722802,45.8187995,87000
1021,Concours des ENSTIM PT,2.339138,48.8455886,75272
1022,EIPI-ISPA,2.3358235,48.872288,75009
1023,ESTP Paris PT,2.3522219,48.856614,75004
1024,ESIM/ISMEA Marseille PT,5.36978,43.296482,13002
1025,MATMECA,-0.6051667,44.80663759999999,33400
1026,Ecole Polytechnique Info. français,2.2112917,48.7142971,91120
1027,Ecole Polytechnique S.I. etranger,2.2112917,48.7142971,91120
1028,Ecole Polytechnique S.I. français,2.2112917,48.7142971,91120
1029,Ecole Polytechnique Info. etranger,2.2112917,48.7142971,91120
1030,ENS Ulm Info,2.3451689,48.8422058,75005
1031,ENS Ulm MPI etranger,2.3451689,48.8422058,75005
1032,ENS Ulm Info etranger,2.3440392,48.8418322,75005
1033,ENS Cachan MP etranger,2.1649417,48.7123564,91190
1034,ENS Cachan Info,2.1649417,48.7123564,91190
1035,ENS Cachan-Ker Lan Info,2.1649417,48.7123564,91190
1036,ENS Cachan Info etranger,2.1649417,48.7123564,91190
1037,ENS Cachan-Ker Lan Info etranger,2.1649417,48.7123564,91190
1038,ENS Cachan info. etr.,2.1649417,48.7123564,91190
1039,ENS Cachan-Ker Lan MP etranger,2.1649417,48.7123564,91190
1040,ENS Lyon Info,4.8334497,45.7332787,69342
1041,ENS Lyon Maths,4.8334497,45.7332787,69342
1042,ENS Lyon Info etranger,4.8334497,45.7332787,69342
1043,Commun Mines Ponts MP,2.3358177,48.8304214,75014
1044,Supelec campus Rennes cycle international,-1.6234012,48.1252316,35510
1045,Supelec campus Renn. etranger,2.1661629,48.709445,91190
1046,Commun Polytechnique MP,2.2112917,48.7142971,91120
1047,ENSAI Rennes civil,-1.7417817,48.05062059999999,35170
1048,ENSAI Rennes fonctionnaire,-1.7417817,48.05062059999999,35170
1049,ENSAI Rennes etranger,-1.7417817,48.05062059999999,35170
1050,ESIEE/ISMEA MP,2.2919749,49.8995592,80080
1051,ENSTIM MP,2.2003541,48.712841,91120
1052,ENSAE Statistique,2.2076467,48.711006,91120
1053,ENSAE Statistique etranger,2.2076467,48.711006,91120
1054,ESTP MP,2.329933291693428,48.79445900203715,94230
1055,ESIEA Paris-Laval MP,2.3784328,48.81446889999999,94200
1056,ISPG INGLO,,,
1057,ISPG MACS,,,
1058,ISPG MAT.TEL MP,,,
1059,POLYTECH Marseille MP,5.4431033,43.23194669999999,13009
1060,POLYTECH Orléans MP,1.9390229,47.8440593,45100
1061,Polytech' Grenoble : RICM,5.752253,45.1846156,38400
1062,Reseau Eiffel MP,2.2944813,48.85837009999999,75007
1063,ENSAR Rennes,-1.706322,48.1135487,35042
1064,FIF Fonct. Nancy,6.1693419,48.6780701,54000
1065,A BIO,2.444786,48.718247,91230
1066,A PC BIO,2.3571437,48.7980808,94800
1067,ENS Ulm ertanger,2.3451689,48.8422058,75005
1068,ENGEES Strasbourg BCPST,7.758007800000001,48.5849696,67070
1069,ESIP GEOL,6.1492879,48.6534173,54518
1070,IST Paris6 IC,2.3522219,48.856614,75004
1071,Reseau Eiffel BCPST,2.2944813,48.85837009999999,75007
1072,ENS CACHAN FIL Science,2.1649417,48.7123564,91190
1073,ENS CACHAN FIL Science etranger,2.1649417,48.7123564,91190
1074,ENS CACHAN FIL. SI,2.1649417,48.7123564,91190
1075,ENS CACHAN FIL. SI etranger,2.1649417,48.7123564,91190
1076,Ecole Polytechnique etranger,2.2112917,48.7142971,91120
1077,Commun Mines Ponts PSI,,,
1078,Supelec campus Metz handicapes,6.220958,49.10323289999999,57070
1079,Supelec campus Rennes handicapés,-1.6234012,48.1252316,35510
1080,SUPELEC PSI handicapes,2.1661629,48.709445,91190
1081,Supelec campus Rennes etranger,-1.6234012,48.1252316,35510
1082,Commun Polytechnique PSI,2.2112917,48.7142971,91120
1083,ESIEE/ISMEA PSI,2.2919749,49.8995592,80080
1084,ENSTIM PSI,2.2112917,48.7142971,91120
1085,ENSAIS G.CIVIL,7.764898400000001,48.5823052,67000
1086,ENSAIS Topo,7.764898400000001,48.5823052,67000
1087,Concours ENSAIS PSI,7.764898400000001,48.5823052,67000
1088,Concours ESTP PSI,,,
1089,ESIEA Paris-Laval PSI,2.3784328,48.81446889999999,94200
1090,ISPG PSI,,,
1091,POLYTECH Marseille PSI,5.4431033,43.23194669999999,13009
1092,Réseau Eiffel PSI,2.2944813,48.85837009999999,75007
1093,ENS Paris-Saclay PC,2.1649417,48.7123564,91190
1094,CentraleSupélec-statut étudiant,2.1661629,48.709445,91190
1095,CentraleSupélec-statut étudiant-étr.,2.1661629,48.709445,91190
1096,CentraleSupélec-statut étudiant-CI,2.1661629,48.709445,91190
1097,Arts et Métiers-voie de l'apprentissage,2.3582236,48.8330427,75013
1098,ESTP Paris-Travaux Publics (TP)-campus de Cachan,2.331433,48.791855,94230
1099,ESTP Paris-Bâtiment (B)-campus de Cachan,2.331433,48.791855,94230
1100,ESTP Paris-Génie Mécanique et Electrique(GME),2.3522219,48.856614,75004
1101,ESTP Paris-Topographie (T),2.3522219,48.856614,75004
1102,ESTP Paris-Bâtiment (B)-campus de Troyes,4.0744009,48.2973451,10000
1103,ESTP Paris-Travaux Publics (TP)-campus de Dijon,5.0670056,47.3173811,21000
1104,ENSAE Paris,2.2076467,48.711006,91120
1105,ENSTA Paris,2.2180501,48.7107339,91120
1106,ENSTA Paris-apprentissage,2.2180501,48.7107339,91120
1107,IMT Atlantique cursus Brest-Nantes-Rennes-Toulouse,-1.5208446,47.2822842,44300
1108,IMT Atlantique cursus Sophia Antipolis,7.071124999999999,43.614386,06410
1109,MINES SAINT-ETIENNE,4.408427,45.4225457,42100
1110,TELECOM Paris cursus Paris,2.2004477,48.7128764,91120
1111,TELECOM Paris cursus Sophia,2.2004477,48.7128764,91120
1112,IMT Mines Albi,2.178954,43.922508,81000
1113,IMT Mines Alès,4.0896303,44.1327151,30100
1114,ENSTA Bretagne (filière sous statut étudiant),-4.4720707,48.41908,29200
1115,IMT Lille Douai,3.0676659,50.3755213,59500
1116,Télécom Physique Strasbourg Informatique et Réseaux,7.7377182,48.5254976,67400
1117,Télécom Physique Strasbourg TI-Santé,7.7377182,48.5254976,67400
1118,TELECOM SudParis,2.4433504,48.6249477,91000
1119,ENSTA Bretagne (filière sous statut IETA-Direction Générale de l'Armement),-4.4720707,48.41908,29200
1120,IMT Lille Douai Fonct.,3.0676659,50.3755213,59500
1121,Bordeaux INP-ENSC Cognitique,-0.5975148,44.8062267,33400
1122,CPE LYON Sciences du numérique,4.8697515,45.7841601,69100
1123,Lorraine INP-ENSEM-Energie,6.1342988,48.6543335,54500
1124,Lorraine INP-ENSEM-Spécialité des systèmes numériques,6.1342988,48.6543335,54500
1125,Toulouse INP-ENSEEIHT-Electronique-Energie-Automatique (EEA),1.455808,43.6021194,31000
1126,Toulouse INP-ENSEEIHT-Mécanique des Fluides-Energetique-Environnement (MFEE),1.455808,43.6021194,31000
1127,Toulouse INP-ENSEEIHT-Sciences du Numérique,1.455808,43.6021194,31000
1128,Toulouse INP-ENSIACET-Génie des Procédés,1.5010751,43.5548178,31030
1129,Toulouse INP-ENSIACET-Génie Industriel,1.5010751,43.5548178,31030
1130,Bordeaux INP-ENSCBP Chimie-Génie physique,-0.6111213,44.8011924,33607
1131,CPE LYON Chimie – génie des procédés,4.8697515,45.7841601,69100
1132,ENSI Poitiers-Génie de l'Eau et Génie Civil,0.3832459,46.5688039,86022
1133,Lorraine INP-ENSIC,6.1342988,48.6543335,54500
1134,SIGMA Clermont-Ferrand-spécialité chimie,3.1165883,45.7618958,63170
1135,Toulouse INP-ENSIACET-Chimie,1.5010751,43.5548178,31030
1136,Toulouse INP-ENSIACET-Génie chimique,1.5010751,43.5548178,31030
1137,Toulouse INP-ENSIACET-Matériaux,1.5010751,43.5548178,31030
1138,ENSIL-ENSCI Limoges Céramique Industrielle,1.2952454,45.86102899999999,87280
1139,ENSIL-ENSCI Limoges EE,1.2952454,45.86102899999999,87280
1140,ENSIL-ENSCI Limoges ELT,1.2952454,45.86102899999999,87280
1141,ENSIL-ENSCI Limoges Matériaux,1.2952454,45.86102899999999,87280
1142,ENSIL-ENSCI Limoges Mécatronique,1.2952454,45.86102899999999,87280
1143,Lorraine INP-EEIGM,6.1934152,48.6955015,54000
1144,Lorraine INP-ENSGSI,6.1936569,48.6949818,54000
1145,ENAC Toulouse-Contrôleurs aériens,1.4830052,43.5642909,31400
1146,ENSISA Mulhouse Automatique et Systèmes Embarqués,7.310896100000001,47.7290842,68093
1147,ESCOM Chimie Compiègne,2.8024088,49.4019571,60200
1148,Lorraine INP-ENSTIB,6.4653358,48.194249,88000
1149,ESGT le Mans,0.1546634,48.0188967,72000
1150,ESI Reims-Energetique,4.0645583,49.2377566,51100
1151,ESI Reims-Génie Urbain et Environnement,4.0645583,49.2377566,51100
1152,ESI Reims-Packaging,4.0645583,49.2377566,51100
1153,ESIPE Créteil-Génie Biomédical et santé (ISBS),2.4539208,48.7951184,94000
1154,ESIPE Créteil-Système d'information,2.4435873,48.7950367,94000
1155,ESIPE Créteil-Technologie pour la santé,2.4435873,48.7950367,94000
1156,ESIROI Saint Denis de La Réunion,55.49073199999999,-21.3403709,97410
1157,ESIX Normandie-Caen-Cherbourg,-1.6442149,49.6343438,50130
1158,ISAT Nevers-Infrastructures et Réseaux de Transports,3.1714703,46.997819,58027
1159,ISIFC Besançon-Génie Biomédical,5.996239999999999,47.2505339,25000
1160,"Polytech Angers Bâtiment : Exploitation, Maintenance et Sécurité",-0.592078,47.48052490000001,49000
1161,Polytech Angers Qualité Innovation Fiabilité,-0.592078,47.48052490000001,49000
1162,Polytech Angers Systèmes Automatisés et Génie Informatique,-0.592078,47.48052490000001,49000
1163,Polytech Annecy-Chambéry-Informatique données Usages,6.1577674,45.91949779999999,74940
1164,Polytech Grenoble-Informatique,5.752253,45.1846156,38400
1165,Polytech Grenoble-Informatique et électronique des systèmes embarqués,5.752253,45.1846156,38400
1166,Polytech Lyon-Génie Biomédical,4.8683428,45.7791677,69100
1167,Polytech Montpellier-Microélectronique et Automatique,3.8625953,43.6327433,34095
1168,Polytech Montpellier Génie biologique et agroalimentaire,3.8625953,43.6327433,34095
1169,"Polytech Nancy-Energie, Mécanique, Matériaux, Environnement",6.1883149,48.6597371,54519
1170,Polytech Nancy-Ingénierie de l'Information et des Systèmes,6.1883149,48.6597371,54519
1171,"Polytech Nancy-Management opérationnel, Maintenance, Maîtrise des risques",6.1883149,48.6597371,54519
1172,Polytech Orléans-Génie physique et systèmes embarqués,1.9390229,47.8440593,45100
1173,"Polytech Paris-Saclay-Electronique, Energie, Systèmes",2.1712321,48.70902239999999,91190
1174,Polytech Paris-Saclay-Informatique,2.1712321,48.70902239999999,91190
1175,Polytech Paris-Saclay-Photonique et systèmes optroniques,2.1712321,48.70902239999999,91190
1176,Polytech Paris-Saclay-Matériaux,2.1712321,48.70902239999999,91190
1177,Polytech Sorbonne-Electronique et Informatique,2.3577864,48.8462524,75005
1178,Polytech Sorbonne-Matériaux,2.3577864,48.8462524,75005
1179,Polytech Sorbonne-Mathématiques Appliquées et Informatique,2.3577864,48.8462524,75005
1180,Polytech Sorbonne-Robotique,2.3577864,48.8462524,75005
1181,Polytech Sorbonne-Sciences de la Terre,2.3577864,48.8462524,75005
1182,Polytech Tours-Génie de l'aménagement et de l'environnement,0.6804247999999999,47.3669523,37200
1183,ELISA Aérospace Saint Quentin (80),3.2871557,49.8493814,02100
1184,ESAIP Angers / Aix-en-Provence,5.4313864,43.5276845,13090
1185,ESEO Angers-Paris Vélizy,2.2101606,48.7841282,78140
1186,ISEN Yncréa Méditerrannée-Nîmes,4.3685006,43.8212608,30000
1187,ISEN Yncréa Méditerrannée-Toulon,5.9396605,43.1206202,83000
1188,ISEN Yncréa Ouest-Brest,-4.495413,48.4069136,29200
1189,ISEN Yncréa Ouest-Nantes,-1.5050566,47.27479640000001,44300
1190,ECE LYON,4.840311,45.7511138,69007
1191,ECE PARIS (statut apprentissage),2.2864819,48.8517668,75015
1192,UniLasalle – Rennes EME,-1.7456352,48.0442451,35170
1193,UniLaSalle Beauvais-Sciences de la Terre et Environnement,2.0677276,49.460984,60000
1194,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),1.880568,50.9525945,62100
1195,IMT Lille Douai en Partenariat ISPA,3.0681426,50.3750864,59508
1196,ISMANS-Groupe CESI Le Mans,0.1574687,48.0195628,72000
1197,Paoli Tech,9.1528844,42.2985779,20250
1198,Toulouse INP-ENIT,0.0512515999999999,43.2249893,65000
1199,INSA Hauts de France Génie civil et bâtiment,3.5147174,50.3248476,59300
1200,INSA Hauts de France Informatique et Cybersécurité,3.5147174,50.3248476,59300
1201,INSA Hauts de France Mécanique et Energétique,3.5147174,50.3248476,59300
1202,INSA Hauts de France Génie Industriel,3.5147174,50.3248476,59300
1203,INSA Hauts de France Mécatronique,3.5147174,50.3248476,59300
1204,ESITech Rouen Technologies du Vivant,1.06966,49.3861369,76800
1205,INSA Lyon Biosciences,4.8736741,45.7817486,69100
1206,INSA Toulouse Génie Biologique,1.4680904,43.5703326,31400
1207,ISIS Castres Informatique pour la Santé,2.2691342,43.6247406,81104
1208,INSA Lyon Génie Energétique et Environnement,4.8733716,45.783179,69100
1209,INSA Rouen Normandie Chimie et Procédés,1.0683257,49.3849757,76800
1210,INSA Rouen Normandie Energétique et Propulsion,1.0683257,49.3849757,76800
1211,INSA Rouen Normandie Maîtrise des Risques Industriels,1.0683257,49.3849757,76800
1212,INSA Strasbourg Génie Climatique et Energétique,7.764898400000001,48.5823052,67000
1213,INSA Toulouse Génie des Procédés et environnement,1.4680904,43.5703326,31400
1214,Sup'EnR Perpignan Energétique et Energies Renouvelables,2.9100013,42.663689,66100
1215,INSA Euro-Méditerranée Maroc Génie Electrique,-5.0647549,34.0449981,30105
1216,INSA Lyon Génie Electrique,4.8719195,45.7829613,69100
1217,INSA Rennes Electronique et Informatique Industrielle,-1.635663,48.12085219999999,35700
1218,INSA Rennes Système et Réseaux de Communication,-1.635663,48.12085219999999,35700
1219,INSA Strasbourg Génie Electrique,7.764898400000001,48.5823052,67000
1220,INSA Toulouse Automatique et Electronique,1.4680904,43.5703326,31400
1221,INSA Lyon Génie Civil et Urbanisme,4.876179,45.7837466,69100
1222,INSA Rennes Génie Civil et Urbain,-1.635663,48.12085219999999,35700
1223,INSA Rouen Normandie Génie Civil et constructions durables,1.0683257,49.3849757,76800
1224,INSA Strasbourg Génie Civil,7.764898400000001,48.5823052,67000
1225,INSA Strasbourg Topographie,7.764898400000001,48.5823052,67000
1226,INSA Toulouse Génie Civil,1.4680904,43.5703326,31400
1227,INSA Centre Val de Loire Sécurité et Technologies Informatiques,1.3256882,47.5845012,41000
1228,INSA Euro-Méditerranée Maroc Systèmes d'Information et de Communication,-5.0647549,34.0449981,30105
1229,"INSA Lyon Télécommunications, services et usages",4.8726894,45.7837962,69100
1230,INSA Rennes Informatique,-1.634211,48.12030619999999,35043
1231,INSA Rouen Normandie Architecture des Systèmes d'Information,1.0683257,49.3849757,76800
1232,INSA Rouen Normandie Génie Mathématique,1.0683257,49.3849757,76800
1233,INSA Toulouse Informatique et Réseaux,1.4680904,43.5703326,31400
1234,INSA Toulouse Mathématiques appliquées,1.4680904,43.5703326,31400
1235,INSA Centre Val de Loire Génie des Systèmes Industriels,1.3256882,47.5845012,41000
1236,INSA Euro-Méditerranée Maroc Génie Mécanique et Energétique,-5.0647549,34.0449981,30105
1237,INSA Lyon Génie Industriel,4.873993899999999,45.7827663,69100
1238,INSA Lyon Génie Mécanique,4.8754063,45.78216,69100
1239,INSA Rennes Génie Mécanique et Automatique,-1.635663,48.12085219999999,35700
1240,INSA Rouen Normandie Mécanique,1.0683257,49.3849757,76800
1241,INSA Strasbourg Génie Mécanique,7.764898400000001,48.5823052,67000
1242,INSA Strasbourg Mécatronique,7.764898400000001,48.5823052,67000
1243,INSA Strasbourg Plasturgie,7.764898400000001,48.5823052,67000
1244,INSA Toulouse Génie Mécanique,1.4680904,43.5703326,31400
1245,ESITech Rouen Génie Physique,1.06966,49.3861369,76800
1246,INSA Centre Val de Loire Maîtrise des Risques Industriels,1.3256882,47.5845012,41000
1247,INSA Lyon Science et Génie des Matériaux,4.8729103,45.7815713,69100
1248,INSA Rennes Science et Génie des Matériaux,-1.635663,48.12085219999999,35700
1249,INSA Toulouse Génie Physique,1.4680904,43.5703326,31400
1250,CESI Angoulême,0.1215267,45.6292834,16400
1251,CESI Arras,2.7338488,50.2964498,62000
1252,CESI Bordeaux,-0.5774494,44.8650603,33300
1253,CESI Lyon,4.882798,45.7834002,69100
1254,CESI Rouen,1.0751564,49.3823959,76800
1255,CESI Nancy,6.132499,48.65523640000001,54500
1256,CESI Nanterre,2.192766,48.9030531,92000
1257,CESI Nice Sophia Antipolis,7.244761500000001,43.6955458,06000
1258,CESI Saint-Nazaire,-2.2580048,47.252859,44600
1259,CESI Aix-en-Provence,5.3863764,43.4812842,13290
1260,CESI La Rochelle,-1.1467337,46.1847625,17140
1261,CESI Lille,3.0711913,50.6283454,59800
1262,CESI Orléans,1.9407103,47.8453408,45100
1263,CESI Pau,-0.309283,43.3179041,64000
1264,CESI Reims,4.031696,49.258329,51100
1265,CESI Strasbourg,7.694512100000001,48.5605632,67380
1266,CESI Toulouse,1.5028242,43.5483358,31670
1267,Polytech Angers Génie Biologique et Santé,-0.592078,47.48052490000001,49000
1268,ENS Paris-Saclay,2.1649417,48.7123564,91190
1269,ENS Ulm PSI,2.3451689,48.8422058,75005
1270,Bordeaux INP-ENSPIMA,-0.717946,44.839236,33700
1271,SIGMA Clermont-Ferrand-spécialité mécanique avancée,3.1165883,45.7618958,63170
1272,CentraleSupélec-Campus Metz,6.220958,49.10323289999999,57070
1273,Bordeaux INP-ENSCBP Agroalimentaire-Génie biologique,-0.6111213,44.8011924,33607
1274,Polytech Sorbonne-Agroalimentaire,2.3577864,48.8462524,75005
1275,ENS Paris-Saclay MP,2.1649417,48.7123564,91190
1276,ENS Paris-Saclay Info.,2.1649417,48.7123564,91190
1277,INSA Lyon Informatique,4.8729103,45.7815713,69100
1278,INSA Rennes Génie Mathématique,-1.635663,48.12085219999999,35700
1279,CentraleSupélec-cursus apprenti-Campus Metz,6.220958,49.10323289999999,57070
1280,CentraleSupélec-cursus apprenti-Campus Rennes,-1.6234012,48.1252316,35510
1281,ENSM Site de Nantes,-1.5495565,47.24833839999999,44300
1282,Agrocampus Rennes (ENSAR),-1.7102321,48.1264244,35000
1283,INH-ENSHAP Angers,-0.6058392,47.4791574,49000
1284,ENESAD Dijon (Fonctionnaire),5.04148,47.322047,21000
1285,ENESAD Dijon (Civil),5.04148,47.322047,21000
1286,POLYTECH Orlans EO,1.9390229,47.8440593,45100
1287,POLYTECH Orlans GCE,1.9390229,47.8440593,45100
1288,POLYTECH Orlans ME,1.9390229,47.8440593,45100
1289,concours Polytech'Orlans G2E-BCPST,1.9390229,47.8440593,45100
1290,ENIAA,25.7570866,62.2408879,40100
1291,ISIFC Besanon,5.996239999999999,47.2505339,25000
1292,Concours ARCHIMEDE,-6.845838,33.998281,10000
1293,POLYTECH Clermont-Ferrand Gnie Biologique,3.1092253,45.7608031,63100
1294,POLYTECH Grenoble Got.,5.752253,45.1846156,38400
1295,POLYTECH Nice-Sophia-Gnie Biologique,7.0717782,43.6155521,06410
1296,POLYTECH Tours Amnag.,0.6847464999999999,47.3646921,37200
1297,Concours POLYTECH-ARCHIMEDE,2.3577864,48.8462524,75005
1298,Suplec,28.1917629,-25.8738399,0169
1299,TELECOM SudParis (ex Tlcom INT),2.4433504,48.6249477,91000
1300,Ponts et Chausses,2.588727,48.840563,77420
1301,Techniques avances,2.2180501,48.7107339,91120
1302,ENSMM Besanon,5.9936082,47.2512183,25000
1303,ENSEIR Bordeaux Tlecom.,-0.6051667,44.80663759999999,33400
1304,ENSICAEN Electronique et Physique Applique,-0.367627,49.214099,14000
1305,ENSEEIHT Toulouse Gnie Electrique,1.455808,43.6021194,31000
1306,ENSIAME Valenciennes Informatique et Management des systmes,3.5147174,50.3248476,59300
1307,ENSIAME Valenciennes Mca Energ.,3.5147174,50.3248476,59300
1308,ENSIAME Valenciennes Mcatronique,3.5147174,50.3248476,59300
1309,ENSISA Mulhouse Informatique et rseaux,7.310896100000001,47.7290842,68093
1310,ENSISA Mulhouse Mcanique et systmes,7.310896100000001,47.7290842,68093
1311,ENSISA Mulhouse Systme et signaux,7.310896100000001,47.7290842,68093
1312,ENSISA Mulhouse Textile et Habillement,7.310896100000001,47.7290842,68093
1313,ENSTIM Als,2.1649417,48.7123564,91190
1314,"ENSTIM Albi, Als, Douai, Nantes",-1.553621,47.218371,44000
1315,POLYTECH Lille Mca.,3.1370078,50.6078394,59655
1316,POLYTECH Marseille Gnie Civil,5.4431033,43.23194669999999,13009
1317,POLYTECH Marseille M. Tlec.,5.4431033,43.23194669999999,13009
1318,POLYTECH Nantes Gnie civil,-1.5158639,47.2819356,44300
1319,Grenoble INP-Phelma (Physique Matriaux Procds),5.710399499999999,45.1949333,38000
1320,Grenoble INP-Phelma (Physique Electronique Tlcoms),5.710399499999999,45.1949333,38000
1321,ENSEEIHT Toulouse Tlcom.rseaux,1.455808,43.6021194,31000
1322,ENSIACET Toulouse Gnie des Procds,1.5010751,43.5548178,31030
1323,ENSIACET Toulouse Gnie chimique,1.5010751,43.5548178,31030
1324,ENSIACET Toulouse Gnie Industriel,1.5010751,43.5548178,31030
1325,ENSIACET Toulouse Matriaux,1.5010751,43.5548178,31030
1326,Grenoble INP-Gnie Industriel,5.7175052,45.1908463,38000
1327,ECOLE DE L'AIR Mca,5.1130749,43.6199016,13300
1328,ENSAI Rennes Fonctionnaire (Attach INSEE),-1.7417817,48.05062059999999,35170
1329,ECOLE METEOROLOGIE (fonctionnaire),1.3776632,43.5739021,31100
1330,"Ecoles des Mines d'Albi, Als, Douai, Nantes",-1.5208446,47.2822842,44300
1331,ENSIL Limoges Mcatronique,1.2952454,45.86102899999999,87280
1332,ESIL Marseille Biomdical,5.4440806,43.2332509,13009
1333,ESIREM Dijon Info-lec.,5.073972299999999,47.3121732,21000
1334,ISITV Toulon Ingnierie Marine,6.0117444,43.1362623,83130
1335,ISITV Toulon Ingnierie des Matriaux,6.0117444,43.1362623,83130
1336,ISITV Toulon Tlcommunications,5.9298268,43.1219996,83000
1337,POLYTECH Clermont-Ferrand Gnie Civil,3.1092253,45.7608031,63100
1338,POLYTECH Montpellier Matr.,3.8625953,43.6327433,34095
1339,POLYTECH Nice-Sophia-Math. App. et Modlisation,7.0717782,43.6155521,06410
1340,POLYTECH Paris UPMC Matriaux,2.3577864,48.8462524,75005
1341,EIPI-ISPA Alenon,0.0587716999999999,48.4442826,61250
1342,Concours Commun Polytechnique,,,
1343,ISAT Nevers,3.1714703,46.997819,58027
1344,ENSIL Limoges Matriaux,1.2952454,45.86102899999999,87280
1345,AgroParisTech (INA P-G),2.3476575,48.8397733,75005
1346,AgroParisTech (ENSIA Massy),2.2971869,48.7326036,91744
1347,AgroParisTech (FIF Fonctionnaire Nancy),6.187846,48.6937988,54000
1348,AgroParisTech (FIF Civil Nancy),6.187846,48.6937988,54000
1349,concours ESIP G2E-BCST,,,
1350,concours Polytech'Orléans G2E-BCPST,1.9390229,47.8440593,45100
1351,Concours A (6 écoles d'Archimède),,,
1352,Concours P (7 Polytech),2.2112917,48.7142971,91120
1353,ENSIAME Valenciennes Informatique Industrielle et Productique,3.5147174,50.3248476,59300
1354,EISTI Cergy-Pau PSI,2.0697464,49.0350546,95000
1355,ENSISA Mulhouse Mécanique et systèmes,7.310896100000001,47.7290842,68093
1356,ECOLE METEOROLOGIE (non fonctionnaire),1.3776632,43.5739021,31100
1357,Concours A (14 écoles d'Archimède),,,
1358,Concours P (11 Polytech),2.1712321,48.70902239999999,91190
1359,ENIVL Blois,1.3359475,47.58609209999999,41000
1360,concours ESIEA Paris-Laval,2.3784328,48.81446889999999,94200
1361,Concours A (11 écoles d'Archimède),,,
1362,EISTI Cergy-Pau PT,2.0697464,49.0350546,95000
1363,ENSISA Mulhouse PT,7.310896100000001,47.7290842,68093
1364,EISTI Cergy-Pau PC,2.0697464,49.0350546,95000
1365,EISTI Cergy-Pau MP,2.0697464,49.0350546,95000
1366,INSA Euro-Méditerranée Génie Electrique,2.3582236,48.8330427,75013
1367,INSA Euro-Méditerranée Systèmes d'Information et de Communication,2.382824,48.8267406,75013
1368,INSA Euro-Méditerranée Génie Mécanique et Energétique,5.631623299999999,46.2515334,01100
1369,CentraleSupélec-Statut étudiant,2.1661629,48.709445,91190
1370,CentraleSupélec-Statut étudiant-étr.,2.1661629,48.709445,91190
1371,CentraleSupélec-Campus étudiant-CI,2.1661629,48.709445,91190
1372,ENSTA ParisTech-apprentissage,2.2180501,48.7107339,91120
1373,Toulouse INP-ENSEEIHT-Mécanique desFluides-Energetique-Environnement (MFEE),1.455808,43.6021194,31000
1374,Télécom Physique Strasbourg Réseaux et Télécoms,7.7377182,48.5254976,67400
1375,ISAT Nevers-département MIT (Mécanique et Ingénierie desTransports),3.1714703,46.997819,58027
1376,"Polytech Annecy-Chambéry-Instrumentation, Automatique,Informatique",6.1577674,45.91949779999999,74940
1377,Polytech Grenoble-Informatique et électronique des systèmesembarqués,5.752253,45.1846156,38400
1378,Polytech Lille-Ingénierie et commercialisation des systèmes demesure,3.1370078,50.6078394,59655
1379,"Polytech Nancy-Management opérationnel, Maintenance, Maîtrise desrisques",6.1883149,48.6597371,54519
1380,"Polytech Orléans-Technologies pour l'Énergie, l'Aérospatial et laMotorisation",1.9390229,47.8440593,45100
1381,CESI Mont-Saint-Aignan,1.079798,49.459778,76130
1382,CentraleSupélec-statut étudiant étr.,2.1661629,48.709445,91190
1383,CentraleSupélec-Campus étudiant,2.1661629,48.709445,91190
1384,"Polytech Nancy-Management opérationnel, Maintenance, Maîtrisedesrisques",6.1883149,48.6597371,54519
1385,"Polytech Orléans-Technologies pour l'Énergie, l'Aérospatial etlaMotorisation",1.9390229,47.8440593,45100
1386,INSA Euro-Méditerranée Systèmes d'Information et deCommunication,2.2003541,48.712841,91120
1387,EGIM,2.3208369,48.8841019,75017
1388,Ecole Meteorologie,1.3776632,43.5739021,31100
1389,ENSGI,5.7175052,45.1908463,38000
1390,ENSGSI,6.1936569,48.6949818,54000
1391,ESM ST CYR,-2.1498977,47.94579,56380
1392,EISTI Cergy PSI,2.0697464,49.0350546,95000
1393,ESIREM Dijon Info-Elec,5.073972299999999,47.3121732,21000
1394,Polytech'Montpellier Micro Elec+Auto,3.8625953,43.6327433,34095
1395,Polytech'Montpellier Info et Gestion,3.8625953,43.6327433,34095
1396,POLYTECH-EIFFEL PSI,2.2112917,48.7142971,91120
1397,ESITC CAEN,-0.366253,49.2161925,14610
1398,C.C. A BIO,2.3093219,48.8447835,75015
1399,C.C. A PC BIO,2.2819178,48.8627234,75116
1400,ESIL Marseille Biotech. Info.,5.4440806,43.2332509,13009
1401,Polytech'Montpellier Sc+Tech indus A,3.8625953,43.6327433,34095
1402,Polytech'Montpellier Sc+Tech Eau,3.8625953,43.6327433,34095
1403,Polytech' Grenoble: GEOTEC,5.752253,45.1846156,38400
