Modele,Marque,Energie,Consommation,Rejets CO2,Rejets CO2 Classe
GLE 350 d 4MATIC,MERCEDES,GO,8.25,216.0,F
GLE 400 d 4MATIC,MERCEDES,GO,8.25,216.0,F
X5 xDrive25d,BMW,GO,8.35,218.0,F
X5 xDrive25d,BMW,GO,8.35,218.0,F
STINGER,KIA,ES,10.1,229.0,F
AMG GLA 45,MERCEDES,ES,9.649999999999999,218.5,F
718 BOXSTER GTS 4.0,PORSCHE,ES,10.1,230.0,F
718 CAYMAN GTS PDK,PORSCHE,ES,10.1,230.0,F
GLS 400 d 4MATIC,MERCEDES,GO,8.350000000000001,219.5,F
ROVER DISCOVERY D250 HYBRIDE MHEV 5PL,LAND,GH,8.600000000000001,224.0,F
ROVER DISCOVERY D250 HYBRIDE MHEV 7PL,LAND,GH,8.600000000000001,224.0,F
ROVER DISCOVERY D300 HYBRIDE MHEV 5PL,LAND,GH,8.600000000000001,224.0,F
ROVER DISCOVERY D300 HYBRIDE MHEV 7PL,LAND,GH,8.600000000000001,224.0,F
X5 xDrive40i,BMW,EH,9.75,220.0,F
X6 xDrive40i,BMW,EH,9.75,220.0,F
ROMEO GIULIA 2.9 V6 (510ch) AT8,ALFA,ES,10.2,230.5,F
RS4 Avant V6 2.9 TFSI quattro tiptronic 8,AUDI,ES,9.65,218.0,F
RS5 Coupé V6 2.9 TFSI quattro tiptronic 8,AUDI,ES,9.65,218.0,F
RS5 Sportback V6 2.9 TFSI quattro tiptronic 8,AUDI,ES,9.65,218.0,F
M3 Competition M xDrive,BMW,ES,10.100000000000001,229.5,F
M4 Competition M xDrive Cabriolet,BMW,ES,10.100000000000001,229.5,F
M4 Competition M xDrive Coupé,BMW,ES,10.100000000000001,229.5,F
GLE 350 d 4MATIC,MERCEDES,GO,8.4,220.0,F
GLE 400 d 4MATIC,MERCEDES,GO,8.4,220.0,F
GLE 400 d 4MATIC,MERCEDES,GO,8.55,224.5,F
GLE 450 4MATIC,MERCEDES,EH,9.850000000000001,224.0,F
RS Q3 Sportback 2.5 TFSI (400ch),AUDI,ES,9.850000000000001,224.0,F
RS Q3 SUV 2.5 TFSI (400ch),AUDI,ES,9.850000000000001,224.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pneu 20"" eq titane Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" Fi A EU6 AP générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pneu 20"" eq titane Fi A EU6 AP générateur I",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pneu 20"" eq titane Fi A EU6 AP générateur J",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" eq titane Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 3 ss+r pn 20"" eq titane Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pneu 20"" eq titane Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" Fi A EU6 AP générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pneu 20"" eq titane Fi A EU6 AP générateur I",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pneu 20"" eq titane Fi A EU6 AP générateur J",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" eq titane Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 4 ss+r pn 20"" eq titane Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pneu 20"" eq titane Fi A EU6 AP",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" Fi A EU6 AP générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pneu 20"" eq titane Fi A EU6 AP générateur I",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pneu 20"" eq titane Fi A EU6 AP générateur J",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" eq titane Fi A EU6 AP LED",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
"Tiguan R 2.0 TSI (320ch) 4MO DSG7 ess 5 ss+r pn 20"" eq titane Fi A EU6 AP LED générateur",VOLKSWAGEN,ES,9.95,226.0,F
718 BOXSTER S,PORSCHE,ES,10.15,229.5,F
718 CAYMAN S,PORSCHE,ES,10.15,229.5,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (150ch) DSG7,VOLKSWAGEN,GO,8.55,224.0,F
TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (150ch) DSG7,VOLKSWAGEN,GO,8.55,224.0,F
TRANSPORTER 6.1 vitré L2 2.0 TDI (150ch) DSG7,VOLKSWAGEN,GO,8.55,224.0,F
TRANSPORTER 6.1 vitré L1 2.0 TDI (150ch) DSG7,VOLKSWAGEN,GO,8.55,224.0,F
GLS 400 d 4MATIC,MERCEDES,GO,8.8,230.0,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (150ch) BVM6 4MOTION,VOLKSWAGEN,GO,8.6,226.0,F
TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (150ch) BVM6 4MOTION,VOLKSWAGEN,GO,8.6,226.0,F
TRANSPORTER 6.1 vitré L1 2.0 TDI (150ch) BVM6 4MOTION,VOLKSWAGEN,GO,8.6,226.0,F
TRANSPORTER 6.1 vitré 2.0 TDI (150ch) BVM6 4MOTION,VOLKSWAGEN,GO,8.6,226.0,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (150ch)BVM6 4MOTION,VOLKSWAGEN,GO,8.6,226.0,F
AMG GT 43 4MATIC+ Coupé 4P,MERCEDES,EH,10.05,228.0,F
AMG GT 53 4MATIC+ Coupé 4P,MERCEDES,EH,10.05,228.0,F
Mercedes-Maybach S 580 4MATIC,MERCEDES,EH,10.15,231.0,F
CUPRA FORMENTOR 2.5 TSI (390ch) DSG7,CUPRA,ES,10.05,228.5,F
GLE 350 d 4MATIC,MERCEDES,GO,8.75,229.5,F
GLE 400 d 4MATIC,MERCEDES,GO,8.75,229.5,F
GLS 400 d 4MATIC,MERCEDES,GO,8.649999999999999,227.0,F
GLE 450 4MATIC,MERCEDES,EH,10.25,232.0,F
718 BOXSTER SPYDER,PORSCHE,ES,10.7,242.0,F
718 CAYMAN GT4,PORSCHE,ES,10.7,242.0,F
TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (204ch) DSG7,VOLKSWAGEN,GO,8.7,229.0,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (204ch) DSG7,VOLKSWAGEN,GO,8.7,229.0,F
TRANSPORTER vitré L1 2.0 TDI (204ch) DSG7,VOLKSWAGEN,GO,8.7,229.0,F
ROMEO GIULIA 2.9 V6 (510ch) AT8,ALFA,ES,10.6,240.5,F
ROMEO GIULIA 2.9 V6 (520ch) AT8,ALFA,ES,10.6,240.5,F
LEVANTE GT HYBRID,MASERATI,EH,10.25,233.0,F
F-TYPE COUPE P575,JAGUAR,ES,10.7,243.0,F
F-TYPE CABRIOLET P575,JAGUAR,ES,10.7,243.0,F
ROVER RANGE ROVER SPORT D250 MHEV (250ch) 5PL,LAND,GH,8.8,230.0,F
ROVER RANGE ROVER SPORT D250 MHEV (250ch) 5+2 PL,LAND,GH,8.8,230.0,F
ROVER RANGE ROVER SPORT D300 MHEV (300ch) 5PL,LAND,GH,8.8,230.0,F
ROVER RANGE ROVER SPORT D300 MHEV (300ch) 5+2PL,LAND,GH,8.8,230.0,F
ROMEO GIULIA 2.9 V6 (540ch) AT8 GTA,ALFA,ES,10.8,244.0,F
ROMEO GIULIA 2.9 V6 (540ch) AT8 GTAm,ALFA,ES,10.8,244.0,F
AMG C 43 4MATIC,MERCEDES,ES,10.05,229.0,F
AMG C 43,MERCEDES,ES,10.05,229.0,F
MACAN II,PORSCHE,ES,10.25,231.5,F
MACAN T II,PORSCHE,ES,10.25,231.5,F
911 CARRERA S COUPE,PORSCHE,ES,10.4,235.0,F
911 CARRERA S CABRIOLET,PORSCHE,ES,10.4,235.0,F
F-TYPE COUPE P450,JAGUAR,ES,10.7,243.5,F
F-TYPE CABRIOLET P450,JAGUAR,ES,10.7,243.5,F
X5 xDrive40i,BMW,EH,10.15,232.0,F
X6 xDrive40i,BMW,EH,10.15,232.0,F
718 BOXSTER GTS,PORSCHE,ES,10.9,247.0,F
718 CAYMAN GTS 4.0,PORSCHE,ES,10.9,247.0,F
STINGER,KIA,ES,10.9,247.0,F
STINGER 3.3 essence T-GDi (366ch) ISG BVA8 4x4 GT,KIA,ES,10.9,247.0,F
TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (150ch) DSG7 4MOTION,VOLKSWAGEN,GO,8.850000000000001,233.0,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (150ch) DSG7 4MOTION,VOLKSWAGEN,GO,8.850000000000001,233.0,F
TRANSPORTER 6.1 vitré L2 2.0 TDI (150ch) DSG7 4MOTION,VOLKSWAGEN,GO,8.850000000000001,233.0,F
TRANSPORTER 6.1 vitré L1 2.0 TDI (150ch) DSG7 4MOTION,VOLKSWAGEN,GO,8.850000000000001,233.0,F
PANAMERA,PORSCHE,ES,10.45,237.5,F
TOURNEO CUSTOM 2.0 Ecoblue (130ch) BVA6,FORD,GO,8.65,226.5,F
TRANSIT CUSTOM 2.0 EcoBlue (130ch) BVA6,FORD,GO,8.65,226.5,F
TRANSIT CUSTOM 2.0 Ecoblue (170ch) BVA6,FORD,GO,8.65,226.5,F
AMG GLC 43 4MATIC,MERCEDES,ES,10.5,237.5,F
AMG GLC 43 4MATIC,MERCEDES,ES,10.5,237.5,F
911 CARRERA,PORSCHE,ES,10.5,238.0,F
911 CARRERA CABRIOLET,PORSCHE,ES,10.5,238.0,F
2.0 T (272ch) 4X4 BVA8 Overland/80th Anniversary,JEEP,ES,10.7,241.5,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3190 kg court Toit plat,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3190 kg normal Toit plat,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3500 kg court Toit plat,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3500 kg normal Toit plat,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3190 kg normal Toit surélevé,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3500 kg normal Toit surélevé,MERCEDES,GO,9.6,250.0,F
SPRINTER Combi 311 CDI (114ch) 4x2 PTAC 3500 kg long Toit surélevé,MERCEDES,GO,9.6,250.0,F
911 CARRERA 4S COUPE,PORSCHE,ES,10.45,237.5,F
911 CARRERA GTS,PORSCHE,ES,10.6,240.5,F
911 CARRERA 4S CABRIOLET,PORSCHE,ES,10.45,237.5,F
911 CARRERA GTS CABRIOLET,PORSCHE,ES,10.6,240.5,F
911 TARGA 4S,PORSCHE,ES,10.45,237.5,F
X7 xDrive40i,BMW,EH,10.5,240.0,F
ROVER DEFENDER 90 D200 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 90 D200 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 90 D300 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 90 D300 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 90 D250 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 90 D250 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D200 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D200 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D200 HYBRIDE MHEV 5+2 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D300 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D300 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D300 HYBRIDE MHEV 5+2 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D250 HYBRIDE MHEV 5 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D250 HYBRIDE MHEV 6 PL,LAND,GH,9.1,238.5,F
ROVER DEFENDER 110 D250 HYBRIDE MHEV 5+2 PL,LAND,GH,9.1,238.5,F
X3 M Competition,BMW,ES,10.75,244.5,F
X3 M Competition,BMW,ES,10.75,244.5,F
X4 M Compétition,BMW,ES,10.75,244.5,F
X4 M Compétition,BMW,ES,10.75,244.5,F
911 CARRERA 4,PORSCHE,ES,10.6,239.5,F
911 CARRERA 4 CABRIOLET,PORSCHE,ES,10.6,239.5,F
911 TARGA 4,PORSCHE,ES,10.6,239.5,F
F-TYPE COUPE P450 AWD,JAGUAR,ES,11.0,249.5,F
F-TYPE CABRIOLET P450 AWD,JAGUAR,ES,11.0,249.5,F
GLE 450 4MATIC,MERCEDES,EH,10.7,243.0,F
750Li xDrive Limousine,BMW,ES,10.7,244.0,F
M850i xDrive Coupé,BMW,ES,10.85,247.5,F
M850i xDrive Cabriolet,BMW,ES,10.85,247.5,F
M850i xDrive Gran Coupé,BMW,ES,10.85,247.5,F
X5 xDrive40i,BMW,ES,10.55,239.0,F
X5 xDrive40i,BMW,ES,10.55,239.0,F
X6 xDrive40i,BMW,ES,10.55,239.0,F
GLS 400 d 4MATIC,MERCEDES,GO,9.25,243.0,F
TRANSPORTER 6.1 vitré L1 CARAVELLE Confortline Court / Carat Court 2.0 TDI (204ch) DSG7 4MOTION,VOLKSWAGEN,GO,9.149999999999999,240.0,F
TRANSPORTER 6.1 vitré L1 2.0 TDI (204ch) DSG7 4MOTION,VOLKSWAGEN,GO,9.149999999999999,240.0,F
TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (204ch) DSG7 4MOTION,VOLKSWAGEN,GO,9.149999999999999,240.0,F
911 CARRERA S COUPE,PORSCHE,ES,10.7,243.0,F
911 CARRERA S CABRIOLET,PORSCHE,ES,10.7,243.0,F
ROVER DISCOVERY P360 HYBRIDE MHEV 5PL,LAND,EH,10.9,245.0,F
ROVER DISCOVERY P360 HYBRIDE MHEV 7PL,LAND,EH,10.9,245.0,F
750Li xDrive Limousine,BMW,ES,10.85,247.0,F
TRANSIT 2.0 EcoBlue mHEV (130ch) BVM6,FORD,GH,8.85,232.5,F
TRANSIT 2.0 EcoBlue mHEV (170ch) BVM6,FORD,GH,8.85,232.5,F
LEVANTE DIESEL,MASERATI,GO,11.0,250.0,F
LEVANTE DIESEL,MASERATI,GO,11.0,250.0,F
911 CARRERA 4 GTS,PORSCHE,ES,10.850000000000001,245.0,F
911 CARRERA 4 GTS CABRIOLET,PORSCHE,ES,10.850000000000001,245.0,F
911 TARGA 4 GTS,PORSCHE,ES,10.850000000000001,245.0,F
M5 Competition,BMW,ES,11.100000000000001,251.5,G
M5 Competition,BMW,ES,11.100000000000001,251.5,G
M8 Competition Coupé,BMW,ES,11.05,252.0,G
M8 Competition Coupé,BMW,ES,11.05,252.0,G
M8 Competition Cabriolet,BMW,ES,11.05,252.0,G
M8 Competition Cabriolet,BMW,ES,11.05,252.0,G
M8 Competition Gran Coupé,BMW,ES,11.05,252.0,G
M8 Competition Gran Coupé,BMW,ES,11.05,252.0,G
GHIBLI,MASERATI,ES,10.9,247.0,F
GHIBLI MODENA,MASERATI,ES,10.9,247.0,F
QUATTROPORTE,MASERATI,ES,10.9,247.0,F
QUATTROPORTE GT,MASERATI,ES,10.9,247.0,F
Mercedes-Maybach S 580 4MATIC,MERCEDES,EH,10.9,247.5,F
ROVER RANGE ROVER SPORT D300 MHEV (300ch) 5PL,LAND,GH,9.3,244.0,F
ROVER RANGE ROVER SPORT D300 MHEV (300ch) 5+2PL,LAND,GH,9.3,244.0,F
ROVER RANGE ROVER SPORT D350 MHEV (350ch) 5PL,LAND,GH,9.3,244.0,F
M5 CS,BMW,ES,11.100000000000001,252.5,G
GHIBLI S,MASERATI,ES,10.9,247.5,F
GHIBLI MODENA S,MASERATI,ES,10.9,247.5,F
QUATTROPORTE S,MASERATI,ES,10.9,247.5,F
QUATTROPORTE MODENA,MASERATI,ES,10.9,247.5,F
911 CARRERA 4S COUPE,PORSCHE,ES,10.8,245.0,F
911 CARRERA 4S CABRIOLET,PORSCHE,ES,10.8,245.0,F
911 TARGA 4S,PORSCHE,ES,10.8,245.0,F
TRANSIT 2.0 EcoBlue (105ch) BVM6,FORD,GO,8.95,234.0,F
TRANSIT 2.0 EcoBlue (130ch) BVM6,FORD,GO,8.95,234.0,F
TRANSIT 2.0 EcoBlue (130ch) BVM6 HDT,FORD,GO,8.95,234.0,F
TRANSIT 2.0 EcoBlue (170ch) BVM6,FORD,GO,8.95,234.0,F
TRANSIT 2.0 EcoBlue (170ch) BVM6 HDT,FORD,GO,8.95,234.0,F
M850i xDrive Coupé,BMW,ES,10.95,248.0,F
M850i xDrive Cabriolet,BMW,ES,10.95,248.0,F
AMG GLE 53 4MATIC+,MERCEDES,EH,10.9,248.0,F
PANAMERA,PORSCHE,ES,11.15,253.0,G
M5 Competition,BMW,ES,11.100000000000001,254.0,G
M5 Competition,BMW,ES,11.100000000000001,254.0,G
AMG G 63,MERCEDES,ES,10.95,248.5,F
AMG C 63,MERCEDES,ES,10.95,248.5,F
AMG C 63 S,MERCEDES,ES,10.95,248.5,F
AMG GLC 43 4MATIC,MERCEDES,ES,10.9,247.5,F
AMG GLC 43 4MATIC,MERCEDES,ES,10.9,247.5,F
NOUVEAU JUMPER COMBI 30 L1H1 HDi (120ch) BVM6,CITROEN,GO,9.15,240.5,F
NOUVEAU JUMPER COMBI 33 L2H2 e-HDi (120ch) BVM6,CITROEN,GO,9.15,240.5,F
BOXER 2.2 BlueHDi (120ch) BVM6 8PL,PEUGEOT,GO,9.15,240.5,F
BOXER 2.2 BlueHDi (120ch) BVM6 9PL,PEUGEOT,GO,9.15,240.5,F
X5 xDrive40i,BMW,ES,10.85,246.0,F
911 CARRERA GTS PDK,PORSCHE,ES,11.0,249.0,F
911 CARRERA GTS CABRIOLET,PORSCHE,ES,11.0,249.0,F
PANAMERA 4,PORSCHE,ES,10.85,246.0,F
PANAMERA 4S,PORSCHE,ES,10.85,245.5,F
PANAMERA 4S Executive,PORSCHE,ES,10.85,245.5,F
PANAMERA 4 SPORT TURISMO,PORSCHE,ES,10.85,246.0,F
PANAMERA 4S SPORT TURISMO,PORSCHE,ES,10.85,245.5,F
LEVANTE DIESEL,MASERATI,GO,9.6,251.0,G
LEVANTE DIESEL,MASERATI,GO,9.6,251.0,G
911 CARRERA 4 GTS PDK,PORSCHE,ES,11.05,250.5,G
911 CARRERA 4 GTS CABRIOLET,PORSCHE,ES,11.05,250.5,G
911 TARGA 4 GTS PDK,PORSCHE,ES,11.05,250.5,G
AMG C 63 S,MERCEDES,ES,11.1,251.5,G
X5 xDrive40i,BMW,ES,11.05,251.5,G
X5 xDrive40i,BMW,ES,11.05,251.5,G
X6 xDrive40i,BMW,ES,11.05,251.5,G
MACAN S II,PORSCHE,ES,11.149999999999999,253.0,G
Land Cruiser 2.8L D-4D Diesel Boîte manuelle 6 vitesses 5P / 5PL LeCap. Life,TOYOTA,GO,9.7,254.5,G
Land Cruiser 2.8L D-4D Diesel Boîte manuelle 6 vitesses 5P / 5PL Légende,TOYOTA,GO,9.7,254.5,G
Land Cruiser 2.8L D-4D Diesel Boîte automatique 6 vit 5P / 5PL LeCap. Life,TOYOTA,GO,9.649999999999999,252.0,G
Land Cruiser 2.8L D-4D Diesel Boîte automatique 6 vit 5P / 5PL Legende. Lounge. Lounge Pack Techno,TOYOTA,GO,9.649999999999999,252.0,G
Land Cruiser 2.8L D-4D Diesel Boîte manuelle 6 vitesses 5P / 7PL Légende,TOYOTA,GO,9.7,254.5,G
Land Cruiser 2.8L D-4D Diesel Boîte automatique 6 vit 5P / 7PL Legende. Lounge. Lounge Pack Techno,TOYOTA,GO,9.649999999999999,252.0,G
Land Cruiser 2.8L D-4D Diesel Boîte manuelle 6 vitesses 3P / 5PL Légende,TOYOTA,GO,9.7,254.5,G
Land Cruiser 2.8L D-4D Diesel Boîte manuelle 6 vitesses 3P / 5PL LeCap. Life,TOYOTA,GO,9.7,254.5,G
Land Cruiser 2.8L D-4D Diesel Boîte automatique 6 vit 3P / 5PL Légende. Lounge,TOYOTA,GO,9.649999999999999,252.0,G
Land Cruiser 2.8L D-4D Diesel Boîte automatique 6 vit 3P / 5PL LeCap. Life,TOYOTA,GO,9.649999999999999,252.0,G
X7 xDrive40i,BMW,ES,11.350000000000001,257.5,G
GHIBLI S Q4,MASERATI,ES,11.4,258.0,G
GHIBLI MODENA S Q4,MASERATI,ES,11.4,258.0,G
QUATTROPORTE S Q4,MASERATI,ES,11.4,258.0,G
QUATTROPORTE MODENA Q4,MASERATI,ES,11.4,258.0,G
TRANSIT 2.0 EcoBlue (130ch) BVA6,FORD,GO,9.45,248.0,F
TRANSIT 2.0 EcoBlue (170ch) BVA6,FORD,GO,9.45,248.0,F
NOUVEAU JUMPER COMBI 30 L1H1 HDi (150ch) BVM6,CITROEN,GO,9.55,249.5,F
NOUVEAU JUMPER COMBI 30 L1H1 HDi (165ch) BVM6,CITROEN,GO,9.55,249.5,F
NOUVEAU JUMPER COMBI 33 L2H2 e-HDi (150ch) BVM6,CITROEN,GO,9.55,249.5,F
NOUVEAU JUMPER COMBI 33 L2H2 e-HDi (165ch) BVM6,CITROEN,GO,9.55,249.5,F
BOXER 2.2 BlueHDi (150ch) BVM6 8PL,PEUGEOT,GO,9.55,249.5,F
BOXER 2.2 BlueHDi (150ch) BVM6 9PL,PEUGEOT,GO,9.55,249.5,F
BOXER 2.2 BlueHDi (165ch) BVM6 8PL,PEUGEOT,GO,9.55,249.5,F
BOXER 2.2 BlueHDi (165ch) BVM6 9PL,PEUGEOT,GO,9.55,249.5,F
X5 xDrive40i,BMW,ES,11.4,260.0,G
S8 facelift V8 4.0 TFSI (571ch),AUDI,EH,11.55,262.0,G
ROVER DISCOVERY P300 5PL,LAND,ES,11.65,262.5,G
ROVER DISCOVERY P300 7PL,LAND,ES,11.65,262.5,G
TIVOLI G 2WD M/T ISG,SSANGYONG,ES,7.0,161.0,E
SF90 Spider,FERRARI,EE,6.4,162.0,E
TIVOLI D 2WD A/T ISG,SSANGYONG,GO,6.2,162.0,E
SF90 Stradale,FERRARI,EE,6.6,163.0,E
"CX-5 (AM 2020) 2.0L SKYACTIV-G (165ch) 4x2 BVM (JANTES 17"")",MAZDA,ES,7.2,163.0,E
GRAND TIVOLI 2WD MT LOW,SSANGYONG,ES,7.2,163.0,E
CEED GT 1.6 essence T-GDi (204ch) ISG DCT7,KIA,ES,7.2,163.0,E
PROCEED GT 1.6 essence T-GDi (204ch) ISG DCT7,KIA,ES,7.2,163.0,E
KORANDO 4WD MT,SSANGYONG,GO,6.3,164.0,E
KORANDO 2WD AT,SSANGYONG,GO,6.3,164.0,E
KORANDO 4WD MT,SSANGYONG,GO,6.3,164.0,E
TIPO 5P 1.4 (95ch) S/S,FIAT,ES,7.3,165.0,E
TIPO 4P 1.4 (95ch) S/S,FIAT,ES,7.3,165.0,E
SF90 Stradale,FERRARI,EE,6.7,166.0,E
SANTA FE 2.2 CRDi (202ch) DCT-8 Executive,HYUNDAI,GO,6.199999999999999,163.5,E
6 (AM 2020) BERLINE 2.5L SKYACTIV-G (194ch) BVA 4x2,MAZDA,ES,7.4,167.0,E
JIMNY,SUZUKI,ES,7.4,167.0,E
KORANDO 2WD AT,SSANGYONG,GO,6.4,168.0,E
KORANDO 4WD MT,SSANGYONG,GO,6.4,168.0,E
595 1.4 T-Jet (145ch),FIAT,ES,7.4,165.5,E
595C 1.4 T-Jet (145ch),FIAT,ES,7.4,165.5,E
PANDA 4x4 0.9 TwinAir (85ch),FIAT,ES,7.5,167.0,E
TIVOLI D 4WD M/T,SSANGYONG,GO,6.5,170.0,E
595 1.4 T-Jet (180ch),FIAT,ES,7.7,171.0,E
595C 1.4 T-Jet (180ch),FIAT,ES,7.7,171.0,E
595 1.4 T-Jet (165ch),FIAT,ES,7.5,168.0,E
595C 1.4 T-Jet (165ch),FIAT,ES,7.5,168.0,E
595 1.4 T-Jet (165ch),FIAT,ES,7.5,168.0,E
595C 1.4 T-Jet (165ch),FIAT,ES,7.5,168.0,E
CX-5 (AM 2020) 2.2L SKYACTIV-D (150ch) 4x2 BVA,MAZDA,GO,6.5,171.0,E
MX-5 RF (AM 2021) 2.0L SKYACTIV-G (184ch) BVA,MAZDA,ES,7.6,171.0,E
KORANDO 2WD MT,SSANGYONG,ES,7.5,171.0,E
